TortID,Plot,y.1987,y.1988,y.1989,y.1990,y.1991,y.1992,y.1993,y.1994,y.1995,y.1996,y.1997,y.1998,y.1999,y.2000,y.2001,y.2002,y.2003,y.2004,y.2005,y.2006,y.2007,y.2008,Sex,SexCoded,Mean.precip,PDSI.1,PDSI.2,PDSI.3,PDSI.4,PDSI.5,PDSI.6,PDSI.7,PDSI.8,PDSI.9,PDSI.10,PDSI.11,PDSI.12,PDSI.13,PDSI.14,PDSI.15,PDSI.16,PDSI.17,PDSI.18,PDSI.19,PDSI.20,PDSI.21,int.1,int.2,int.3,int.4,int.5,int.6,int.7,int.8,int.9,int.10,int.11,int.12,int.13,int.14,int.15,int.16,int.17,int.18,int.19,int.20,int.21,City,Rain.1,Rain.2,Rain.3,Rain.4,Rain.5,Rain.6,Rain.7,Rain.8,Rain.9,Rain.10,Rain.11,Rain.12,Rain.13,Rain.14,Rain.15,Rain.16,Rain.17,Rain.18,Rain.19,Rain.20,Rain.21
AM_34,AM,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,F,1,0.40125589,-3.07,-3.41,-4.57,-4.40,-2.36,0.15,-0.62,-3.01,-3.97,-5.32,-4.91,-3.12,-3.29,-3.79,-4.06,-4.61,-4.34,-0.35,1.16,-2.58,-3.73,-1.23,-1.37,-1.83,-1.77,-0.95,0.06,-0.25,-1.21,-1.59,-2.14,-1.97,-1.25,-1.32,-1.52,-1.63,-1.85,-1.74,-0.14,0.47,-1.03,-1.50,1.669564178,0.84,-0.20,-0.12,0.33,1.20,2.09,-0.64,0.27,-1.16,-0.99,0.21,0.57,-1.47,-0.58,-0.96,-0.75,-0.52,2.57,-0.12,0.08,-0.52
AM_35,AM,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,F,1,0.40125589,-3.07,-3.41,-4.57,-4.40,-2.36,0.15,-0.62,-3.01,-3.97,-5.32,-4.91,-3.12,-3.29,-3.79,-4.06,-4.61,-4.34,-0.35,1.16,-2.58,-3.73,-1.23,-1.37,-1.83,-1.77,-0.95,0.06,-0.25,-1.21,-1.59,-2.14,-1.97,-1.25,-1.32,-1.52,-1.63,-1.85,-1.74,-0.14,0.47,-1.03,-1.50,1.669564178,0.84,-0.20,-0.12,0.33,1.20,2.09,-0.64,0.27,-1.16,-0.99,0.21,0.57,-1.47,-0.58,-0.96,-0.75,-0.52,2.57,-0.12,0.08,-0.52
AM_38,AM,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,F,1,0.40125589,-3.07,-3.41,-4.57,-4.40,-2.36,0.15,-0.62,-3.01,-3.97,-5.32,-4.91,-3.12,-3.29,-3.79,-4.06,-4.61,-4.34,-0.35,1.16,-2.58,-3.73,-1.23,-1.37,-1.83,-1.77,-0.95,0.06,-0.25,-1.21,-1.59,-2.14,-1.97,-1.25,-1.32,-1.52,-1.63,-1.85,-1.74,-0.14,0.47,-1.03,-1.50,1.669564178,0.84,-0.20,-0.12,0.33,1.20,2.09,-0.64,0.27,-1.16,-0.99,0.21,0.57,-1.47,-0.58,-0.96,-0.75,-0.52,2.57,-0.12,0.08,-0.52
AM_39,AM,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,M,0,0.40125589,-3.07,-3.41,-4.57,-4.40,-2.36,0.15,-0.62,-3.01,-3.97,-5.32,-4.91,-3.12,-3.29,-3.79,-4.06,-4.61,-4.34,-0.35,1.16,-2.58,-3.73,-1.23,-1.37,-1.83,-1.77,-0.95,0.06,-0.25,-1.21,-1.59,-2.14,-1.97,-1.25,-1.32,-1.52,-1.63,-1.85,-1.74,-0.14,0.47,-1.03,-1.50,1.669564178,0.84,-0.20,-0.12,0.33,1.20,2.09,-0.64,0.27,-1.16,-0.99,0.21,0.57,-1.47,-0.58,-0.96,-0.75,-0.52,2.57,-0.12,0.08,-0.52
BZ_2,BZ,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,F,1,0.777433287,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.67,-0.18,-2.00,-1.12,0.81,2.42,1.29,-0.27,-0.87,-2.71,-1.19,0.22,-0.99,-1.55,-2.22,-3.26,-3.21,-0.39,0.05,-2.72,-3.01,1.914767795,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
BZ_3,BZ,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,F,1,0.777433287,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.67,-0.18,-2.00,-1.12,0.81,2.42,1.29,-0.27,-0.87,-2.71,-1.19,0.22,-0.99,-1.55,-2.22,-3.26,-3.21,-0.39,0.05,-2.72,-3.01,1.914767795,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
BZ_4,BZ,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,F,1,0.777433287,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.67,-0.18,-2.00,-1.12,0.81,2.42,1.29,-0.27,-0.87,-2.71,-1.19,0.22,-0.99,-1.55,-2.22,-3.26,-3.21,-0.39,0.05,-2.72,-3.01,1.914767795,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
BZ_6,BZ,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,F,1,0.777433287,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.67,-0.18,-2.00,-1.12,0.81,2.42,1.29,-0.27,-0.87,-2.71,-1.19,0.22,-0.99,-1.55,-2.22,-3.26,-3.21,-0.39,0.05,-2.72,-3.01,1.914767795,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
BZ_7,BZ,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,F,1,0.777433287,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.67,-0.18,-2.00,-1.12,0.81,2.42,1.29,-0.27,-0.87,-2.71,-1.19,0.22,-0.99,-1.55,-2.22,-3.26,-3.21,-0.39,0.05,-2.72,-3.01,1.914767795,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
BZ_8,BZ,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,M,0,0.777433287,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.67,-0.18,-2.00,-1.12,0.81,2.42,1.29,-0.27,-0.87,-2.71,-1.19,0.22,-0.99,-1.55,-2.22,-3.26,-3.21,-0.39,0.05,-2.72,-3.01,1.914767795,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
BZ_9,BZ,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,M,0,0.777433287,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.67,-0.18,-2.00,-1.12,0.81,2.42,1.29,-0.27,-0.87,-2.71,-1.19,0.22,-0.99,-1.55,-2.22,-3.26,-3.21,-0.39,0.05,-2.72,-3.01,1.914767795,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
BZ_12,BZ,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,F,1,0.777433287,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.67,-0.18,-2.00,-1.12,0.81,2.42,1.29,-0.27,-0.87,-2.71,-1.19,0.22,-0.99,-1.55,-2.22,-3.26,-3.21,-0.39,0.05,-2.72,-3.01,1.914767795,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
BZ_13,BZ,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,M,0,0.777433287,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.67,-0.18,-2.00,-1.12,0.81,2.42,1.29,-0.27,-0.87,-2.71,-1.19,0.22,-0.99,-1.55,-2.22,-3.26,-3.21,-0.39,0.05,-2.72,-3.01,1.914767795,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
BZ_14,BZ,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,F,1,0.777433287,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.67,-0.18,-2.00,-1.12,0.81,2.42,1.29,-0.27,-0.87,-2.71,-1.19,0.22,-0.99,-1.55,-2.22,-3.26,-3.21,-0.39,0.05,-2.72,-3.01,1.914767795,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
